Company Name,Ticker,Q(1) Consensus Sales Est. (Mil.),% Change F1 Est. (4 weeks),% Change Q2 Est. (4 weeks),% Change Q1 Est. (4 weeks),% Change Q0 Est. (4 weeks),Last EPS Surprise (%),Previous EPS Surprise (%),Avg EPS Surprise (Last 4 Qtrs),Actual EPS used in Surprise ($/sh),Last Qtr EPS,Last Yr's EPS (F0) Before NRI,12 Mo Trailing EPS,% Rating Downgrades ,% Change F2 Est. (4 weeks),% Change LT Growth Est. (4 weeks),St. Dev. F1 / F1 Consensus,5 Yr Historical Sales Growth,Sales Growth F(0)/F(-1),% Ratio of Q1/prior Yr Q1 Actual Q(-3),% Ratio of Q1/Q0,This Yr`s Est.d Growth (F(1)/F(0)),Last Yrs Growth (F[0] / F [-1]),F0 Consensus Est.,Q2 Consensus Est. (next fiscal Qtr),St. Dev. Q1 / Q1 Consensus,Earnings ESP (Expected Surprise Prediction),F2 Consensus Est.,F1 Consensus Est.,% Rating Upgrades ,% Rating Hold,Beta,% Price Change (12 Weeks),% Price Change (4 Weeks),Last Close,52 Week High,52 Week Low,Price as a % of 52 Wk H-L Range,Shares Outstanding ,Avg Volume,Market Cap ,Sector,Optionable,Industry,Average Target Price,# of Brokers in Rating,Change in Avg Rec ,Rank in Industry (of ABR),% Rating Change - 4 Weeks,Industry Rank (of ABR),Current Avg Broker Rec,% Rating Strong Sell or Sell,# Rating Hold,# Rating Strong Sell or Sell,# Rating Downgrades ,# Rating Upgrades,# Rating Strong Buy or Buy,% Rating Strong Buy or Buy,Exchange,F(1) Consensus Sales Est. (Mil.),% Price Change (1 Week),Common Equity,Intangibles,Preferred Equity,Long Term Debt ,Current Assets ,Inventory ,Receivables ,Operating Margin 12 Mo,Net Margin,Inventory Turnover,Asset Utilization,5 Yr Hist. Div. Growth %,Book Value,Current Liabilities ,Relative Price Change,Q0 Consensus Est. (last completed fiscal Qtr),Q1 Consensus Est. ,Cost of Goods Sold,EBITDA ,Current Ratio,Debt/Total Capital,Debt/Equity Ratio,Quick Ratio,Cash Ratio,Turnover,Dividend ,5 Yr Div. Yield %,Current ROA (TTM),ROA (5 Yr Avg),ROI (5 Yr Avg),P/E (F1),Current ROI (TTM),Current ROE (TTM),St. Dev. Q2 / Q2 Consensus,Price/Cash Flow,P/E (F2),Price/Sales,Price/Book,P/E (Trailing 12 Months),Market Value/# Analysts,Long-Term Growth Consensus Est.,Div. Yield %,12 Mo. Net Income Current-1Q/Last-1Q %,12 Mo. Net Income Current/Last %,Net Income Growth F(0)/F(-1),Cash Flow ,Net Income ,EBIT ,Pretax Income ,% Price Change (YTD),Annual Sales,PEG Ratio,5 Yr. Hist. EPS Growth,% Change EPS (F(-1)/F(-2)),S&P 500,
TESORO CORP,TSO,9303.19042,15.69,-3.76,18.61,11.62,42.33,-7.1,7.65,3.05999,3.06,2.81,5.51,0,-4.13,56,.11498,21.44,14.03,2383.32,31.15,110.57,-58.43,3.05,.81,.31,0,6.01,5.92,0,33.33,1.9,14.18,17.33,72.72,73.29,47.44,97.79,126.25,3972740,9180.54,Oils-Energy,YES,OIL REFING&MKTG,81.5,12,-.17,5,12.5,195,1.75,0,4,0,0,0,8,66.67,NYSE,40404.80078,6.78,5485,263,0,2823,5326,2565,1313,1.7,.01,14.137,3.0933,,42.78,3408,13.12,2.15,.95,34085,1335,1.63,35.573,.5,.81,.42488,26.308,.89999,.84,5.22,3.5776,6.23979,12.29,8.6,12.91,.36,10.85,12.11,.22,1.58,13.2,918.05371,15.6,1.65,-36.45162,54.93,-44.54913,890,412,831,680,24.31,37601,.79,10.5,54.93,YES,
TOTAL SYS SVC,TSS,627.43902,1.52,.33,-3.4,0,10.2,0,-1.13,.54,.54,1.6,1.74,0,1.5,1.08,.00564,7.11,13.97,113.89,92.8,12.15,24.03,1.62,.46,.03,0,2.1,1.79,0,60,1.13,7.75,14.56,33.91,33.91,28.7,100,185.68,1023351.13,6296.44,Business Services,YES,FINANCIAL TRANSACTION SERVICES,35,15,0,,-6.25,,2.27,0,9,0,0,0,6,40,NYSE,2443.96411,3.8,1602.42004,2024.58996,0,1435.75,653.92999,0,264.23001,13.52,.11,,.65178,10.847,9.1,297.20999,-7.28,.49,.5,1436.32995,568.75,2.29,45.986,.84,2.2,1.31119,8.59329,.4,1.62,8.81,11.15799,13.65499,18.9,10.56,19.92,.06,12.46,16.14,2.61,3.73,19.49,699.60473,12.5,1.18,22.68365,28.73,.1924,516.59997,244.75,355.91,355.91,1.89,2132.35,1.51,11.06,28.73,YES,
TIME WARNER CAB,TWC,5829.06005,-1.04,-3.19,-.76,-1.32,-2.11,-2.07,1.89,1.86,1.86,6.61,7.35,0,-1.24,0,.02042,5.44,3.43,116.63,114.12,15.86,14.96,6.52,1.94,.07,-.47,8.22,7.66,0,62.5,.86,-1.11,2.74,146.38,154.66,118.24,77.26,279.49,2991760.5,40911.46,Consumer Discretionary,YES,CABLE TV,166.09,16,.13,7,-5.71,130,2.31,0,10,0,0,0,6,37.5,NYSE,22867.99609,2.45,6947,29760,0,23285,2144,0,954,9.23,.09,,.46472,16.64999,28.3,5226,-1.7,1.9,2.12,10342,7872,.41,74.21299,2.88,.41,.2277,24.79299,2.59999,2.4,4.29,3.4674,5.23759,19.11,6.89,28.41,.08,7.92,17.8,1.81,5.17,19.92,3409.28808,9.98,2.05,-6.94508,4.67,-9.32715,5210,1954,4591,3039,8.03,22120,1.91,19.72,4.67,YES,
TIME WARNER INC,TWX,7568.73095,4.32,3.74,-7.55,0,29.79,16.67,12.9,1.22,1.22,3.77,4.28,0,2.67,16.22,.00262,1.12,3.71,88.43,84.8,10.82,14.94,3.75,1.11,.05,-.97,4.7,4.18,0,16.67,1.13,1.1,7.34,77.36,87.36,61.52,61.3,838.49,6781003,64865.28,Consumer Discretionary,YES,MEDIA CONGLOMERATES,88.7,24,0,2,16.78,34,1.38,0,4,0,0,0,20,83.33,NYSE,27490.88476,-2.88,29904,40112,0,20099,12844,2028,7868,12.53,.12,9.3662,.44552,10.81499,29.37,8383,.97,.94,1.03,16230,14641,1.48,46.365,.85,1.29,.35166,4.10169,1.14999,2.37,5.83,4.5942,6.22079,18.52,7.55,13.85,.05,5.98,16.47,2.23,2.62,18.08,12973.05566,12.84,1.64,23.1913,6.51,26.18803,11697,3691,6493,5303,10.96,29795,1.44,16.19,6.51,YES,
TEXAS INSTRS,TXN,3273.41601,4.25,4.3,9.87,0,7.04,5.08,5.93,.75999,.76,1.78,2.31,0,4.24,0,.00664,-.11,-4.83,141.14,91,41.15,7.23,1.93,.63,.01,0,2.86,2.51,0,51.85,1.26,7.71,10.61,50.905,51.13,40.89,97.8,1056.3,10922619,53770.95,Computer and Technology,YES,SEMI-GENERAL,50.33,27,0,7,6.94,186,2.48,11.11,14,3,0,0,10,37.04,NSDQ,13044.99902,7.1,10807,6585,0,4158,8019,1731,1203,19.83,.18,3.24609,.69603,27.103,9.81,2747,5.49,.71,.69,5841,4146,2.93,25.811,.35,2.29,1.85111,9.2082,1.07,2.27,13.8,14.77299,18.84399,20.26,17.15,23.97,.04,16.81,17.78,4.2,5.19,22.04,2560.52148,9.93,2.67,11.5942,30.91,22.91074,3314.37011,2162,2849,2754,15.93,12205,2.04,-1.07,30.91,YES,
TEXTRON INC,TXT,4350.5249,.44,2.94,-1.5,-1.84,13.21,36.17,10.27,.6,.6,1.75,2.2,0,-.69,4.92,.01973,5.23,-1.09,121.25,121.25,20.86,-15.05,1.74,.52,.05,0,2.6,2.12,0,36.36,1.76,11.9,26.02,42.23,42.23,29.1,100,276.05,2752079.25,11657.55,Aerospace,YES,AEROSPACE/DEFENSE,44.73,11,0,6,4.31,129,1.82,0,4,0,0,0,7,63.64,NYSE,14155.62597,2.82,4384,1735,0,3179,7113,2963,979,4.68,.04,2.9432,.91988,0,16.56,3003,4.54,.53,.73,10131,1236,1.95,43.95,.78,1.38,1.05594,11.89099,.07999,.32,4.3,2.88899,5.35879,19.97,7.65,13.88,.02,13.45,16.22,.88,2.55,19.19,1457.19372,16.43,.19,-6.77967,15.87,-15.44992,887,498,847,674,14.88,12104,1.22,39.19,15.87,YES,
TYCO INTL LTD,TYC,2559,-1.33,-.45,-2.38,-.25,0,12.5,3.76,.54,.54,1.84,1.98,0,-1.49,0,.01294,-11.5,2.35,98.56,,21.3,36.3,1.98,.55,.02,5.36,2.79,2.41,0,63.64,1.05,-1.21,2.26,43.44,46.46,35.87,71.48,442.47,3722576,19221.07,Conglomerates,YES,DIVERSIFIED OPS,45.7,11,0,25,-8.16,64,2.41,0,7,0,0,0,4,36.36,NYSE,10699.55273,2.84,5121,5323,0,1443,4067,655,1738,8.82,,13.92099,.86068,-5.75931,13.07,3231,-3.68,.56,.51,6766,1224,1.75,19.45499,,,,8.19799,.68,1.99,7.59,6.0095,9.8416,18.05,14.49,17.46,.03,15.47,15.59,1.82,3.32,21.94,2402.63378,13,1.66,,4371.43,13.55932,1298,536,797,697,5.85,10647,1.39,-6.7,4371.43,YES,
UNDER ARMOUR-A,UA,849.08502,.35,1.3,-.99,-.39,2.5,0,15.44,.40999,.41,.75,.85,0,-.91,-.82,.01185,29.39,27.09,132.38,95.25,26.09,23.97,.72,.09,.03,0,1.19,.95,0,47.83,.86,-3.66,1.39,66.28,72.69,38.17,81.43,213.28,3203483.5,14136.07,Consumer Discretionary,YES,TEXTILE-APPAREL,69.33,23,0,14,0,92,2.09,4.35,11,1,0,0,11,47.83,NYSE,3037.32788,3.19,1053.34997,146.33999,0,47.95,1128.81005,469,209.94999,6.42,.07,2.59809,1.6367,,5.88,426.63,38.17,.4,.39,1195.38,314.45999,2.98,12.06799,.14,1.55,1.05445,9.1202,0,0,10.52,10.984,14.77,70.08,14.76,16.19,.24,65.78,55.47,4.92,11.27,78.44,673.14599,24.36,0,26.61241,24.41,26.06196,212.86999,162.33,263.92001,260.98999,51.84,2332.05,2.88,31.49,24.41,YES,
UNIVL HLTH SVCS,UHS,2027.19494,-.18,-.15,1.6,-2.08,-.73,24,7.53,1.36,1.36,4.55,5.3,0,.65,2.58,.00836,9.84,-5.26,147.09,111.4,26.66,9.64,4.57,1.64,.05,0,6.51,5.76,0,13.33,1.35,-8.8,-3.9,100.25,114.84,74.35,63.97,99.16,1119878.63,9940.69,Medical,YES,MED-HOSPITALS,120.23,15,0,2,0,93,1.47,0,2,0,0,0,13,86.67,NYSE,7978.76123,-2.35,3300.21997,3049.01,0,3209.76,1432.31994,101.77999,1116.95996,6.69,.07,8.4258,.93035,8.2439,36.88,1059.88,12.26,1.37,1.51,821.08001,1352.81005,1.39,49.638,.92,1.26,.20151,6.70179,.2,.41,6.23,5.47419,6.9513,17.4,7.71,15.23,.03,12.48,15.41,1.25,2.72,18.92,1420.09851,9.41,.4,10.43091,-4.72,15.17454,789.453,510.73001,1015.46002,869.33001,23.37,7283.82,1.85,18.15,-4.72,YES,
UNITEDHEALTH GP,UNH,33065.91406,.99,-1.19,-2.72,.37,6.54,13.6,5.44,1.62999,1.63,5.5,5.56,0,.27,0,.00469,8.79,10.73,106.38,92.02,2.55,4.17,5.49,1.22,.02,-.67,6.13,5.64,0,15.79,.57,17.59,13.27,96.21,96.21,68.72,100,971.63,4923129.5,93480.05,Medical,YES,MED-HMO,96.44,19,0,2,8.37,189,1.55,5.26,3,1,0,0,15,78.95,NYSE,130096.15625,2.48,32149,35448,0,14891,20380,0,7050,4.32,.05,,1.5194,73.827,33.56,27881,16.27,1.53,1.5,92129,10998,.74,32.88899,.45,.73,.4781,18.22599,1.0525,1.26,6.56,7.17259,12.739,17.06,11.41,17,.03,13.84,15.7,.73,2.87,17.3,5498.82617,10.04,1.56,1.38146,1.73,1.79153,7000,5625,9623,8915,27.77,122489,1.7,11.01,1.73,YES,
UNUM GROUP,UNM,2619.94799,-.45,-2.01,-1.18,-.09,-3.33,4.6,1.2,.87,.87,3.32,3.5,0,-.97,0,.01286,.78,-1.54,106.96,104.5,7.48,5.4,3.3,.92,.02,-1.1,3.83,3.57,0,61.54,1.34,-4.95,.15,33.39,36.81,30.71,43.93,251.99,1790316,8414.01,Finance,YES,INS-ACC & HLTH,38.88,13,0,5,3.22,21,2.31,0,8,0,0,0,5,38.46,NYSE,10465.95019,-.21,8659.0996,200.89999,0,2612,8212.2998,0,7204.7998,8.66,.08,,.17102,15.93299,36.28,46758.80078,-13.39,.9,.91,7038.3999,1439.40002,.17,23.142,.3,.18,.02154,1.444,.55,1.82,1.48,1.51139,7.87919,9.36,7.67,10.03,.03,9.02,8.72,.8,.92,9.54,701.16772,8.8,1.98,.33508,4.93,-4.0586,967.29998,858.09997,1354.59997,1205.19995,-4.82,10353.8,1.06,6.98,4.93,YES,
UNION PAC CORP,UNP,6079.31787,1.09,1.04,2.22,.72,1.32,.7,1.11,1.52999,1.53,4.71,5.43,0,1.61,0,.00867,10.3,4.96,116.02,96.68,19.04,13.91,4.68,1.4,.02,0,6.47,5.61,0,15.79,1.02,16.92,12.91,118.94,118.94,76.61,100,889.1,5313683,105749.45,Transportation,YES,TRANS-RAIL,122.75,19,0,1,1.48,121,1.37,0,3,0,0,0,16,84.21,NYSE,24069.99023,3.43,21225,0,0,8872,3990,653,1414,20.98,.2,19.06399,.45838,31.083,24.24,3791,28.85,1.51,1.48,12740,9351,1.25,33.88199,.51,.88,.50725,15.001,1.48,1.89,9.62,7.57289,12.41899,21.21,15.71,23.03,.03,17.77,18.37,4.51,4.91,21.92,7049.96289,12.9,1.68,12.13349,14.38,11.28582,6165,4388,7574,7048,41.6,21963,1.64,23.73,14.38,YES,
UTD PARCEL SRVC,UPS,15821.66992,.33,-.91,-1.74,-.07,3.13,-2.42,-2.35,1.32,1.32,4.57,4.76,0,-1.28,-4.59,.00294,4.48,2.42,116.66,110.47,8.5,.88,4.57,1.21,.01,0,5.73,4.96,0,43.75,.92,12.72,12.18,108.29,108.29,93.62,100,915.4,3785997.25,99128.45,Transportation,YES,TRANS-AIR FRGHT,109,16,0,5,0,80,1.94,0,7,0,0,0,9,56.25,NYSE,58082.4375,4.84,6488,2965,0,10824,13387,0,6502,7.7,.08,,1.58969,9.1477,6.1,7131,-6.22,1.28,1.46,12753,8921,1.48,64.026,,1.88,.9655,9.4727,2.48,2.88,12.23,11.04599,23.07399,21.84,27.03,72.17,.03,16.21,18.91,1.73,17.75,22.75,7080.604,10.8,2.47,337.75634,157.1,441.75961,6203,4372,7054,6674,3.05,55438,2.02,13.48,157.1,YES,
URBAN OUTFITTER,URBN,980.26202,-7.51,-2.59,-8.97,-17,0,-2.55,2.29,.49,.49,1.89,1.81,0,-7.51,-1.18,.0335,11.68,10.44,135.92,,-5.07,16.67,1.85,.32,.07,0,2.12,1.79,0,40,1,-14.27,-12.74,31.16,40.26,29.62,14.47,134.34,3033517.25,4185.91,Retail-Wholesale,YES,RETAIL-APP/SHOE,38.43,25,0,12,-10.9,159,1.84,0,10,0,0,0,15,60,NSDQ,3296.38696,2.47,1694.17004,0,0,0,994.97998,311.20001,55.15999,8.31,.09,5.6303,1.55209,,9.7,331.82998,-23.57,.42,.64,1925.26,560.16998,2.15,0,,2.06,1.8944,52.533,0,0,12.89,13.918,18.333,17.37,17.56,17.56,.04,11.06,14.69,1.32,3.21,17.22,220.31106,16.69,0,,-.59,18.9836,415.01998,282.35998,427.51,427.51,-16.01,3086.61,1.04,7.54,-.59,YES,
UTD RENTALS INC,URI,1517.31005,.63,-3.71,.61,0,7.32,15.38,15.23,2.2,2.2,4.91,6.34,0,-1.09,0,.02399,26.03,20.35,129.87,93.86,38.26,30.59,4.83,1.21,.07,0,8.18,6.79,0,30.77,2.74,1.98,16.19,113.76,118.84,62.11,91.04,99.81,2290568.5,11354.16,Construction,YES,BLDG&CONST-MISC,124.09,13,0,10,-9.52,116,1.77,0,4,0,0,0,9,69.23,NYSE,5632.76611,7.2,1848,3971,0,6569,1362,70,804,12.24,.08,31.434,.46039,,18.19,1286,32.8,2.05,2.07,2968,2202,.81,80.458,4.12,1,.37947,6.53579,0,0,5.64,2.5459,3.45449,16.76,7.53,36.65,.17,6.46,13.91,2.08,6.25,17.94,1419.26989,19.41,0,100.45871,68.75,416,1641.00097,387,1083,605,45.94,4955,.86,111.9,68.75,YES,
US BANCORP,USB,5027.1958,-.43,-.99,-1.28,.04,0,1.3,.66,.77999,.78,3,3.05,0,-.91,10.77,.00777,1.67,-5.15,102.89,100.26,2.63,4.53,3,.76,.02,0,3.28,3.08,0,80,.82,5.58,8.23,43.92,43.92,37.47,100,1795,8263990.5,78836.4,Finance,YES,BANKS-MAJOR REGIONAL,44.96,20,0,15,-3.77,206,2.75,5,16,1,0,0,3,15,NYSE,19906.21679,4.22,37051,12734,4756,20049,242730,3268,230985,27.52,.28,.15776,.0558,47.34799,21.68,289731,-1.07,.78,.78,561,9404,.83,41.24599,.79,.83,.02925,.08936,.88499,1.84,1.54,1.3775,7.1757,14.27,8.55,15.24,.04,12.62,13.37,3.73,2.02,14.4,4637.43505,7.2,2.23,.2092,1.52,3.3469,6356,5836,8884,7764,8.71,21059,1.98,25.17,1.52,YES,
UTD TECHS CORP,UTX,17262.58203,.26,-1.47,-7.58,.24,.55,2.79,5.88,1.82,1.82,6.21,6.74,0,-1.36,-1.61,.00616,4.4,8.52,103.81,95.25,10.56,15.86,6.16,1.57,.05,-2.31,7.33,6.87,0,29.41,1.15,2.66,8.65,108.58,120.09,99.17,44.98,911.66,5437597,98987.83,Conglomerates,YES,DIVERSIFIED OPS,120.77,17,0,16,4.2,64,1.68,0,5,0,0,0,12,70.59,NYSE,65233.84765,2.11,33219,43689,0,19741,29442,10330,11458,9.49,.09,4.5594,.70938,9.14,38.82,22800,-13.18,1.81,1.73,45321,11030,1.23,33.712,.5,.84,.3357,5.65619,2.194,2.32,6.73,7.2771,13.35499,15.81,11.55,17.91,.03,13.23,14.81,1.53,2.8,16.11,8248.98535,10.99,2.17,-8.09781,-1.66,11.52046,7509,5721,9209,8312,-4.59,62626,1.44,7.31,-1.66,YES,
VISA INC-A,V,3355.96289,.37,-2.37,-1.91,-.05,3.32,3.83,2.37,2.18,2.18,9.07,8.75,0,1.43,-1.92,.00736,12.77,7.85,113.64,114.68,14.63,21.26,8.99,2.54,.01,0,12.08,10.4,0,16.67,.82,17.68,20.4,250.09,250.09,196.1,100,765.39,3898790,191416.13,Business Services,YES,FINANCIAL TRANSACTION SERVICES,256.43,24,-.14,,9.02,,1.44,0,4,0,0,0,20,83.33,NYSE,13909.94433,5.68,27413,23164,0,0,9562,0,1699,43.35,.43,,.33926,34.95399,35.82,6006,2.2,2.11,2.5,0,9975,1.59,0,,,,7.59579,1.6,.73,14.71,11.16699,15.02,24.05,20.21,20.21,.02,21.88,20.7,15.07,6.98,28.58,9115.05371,17.23,.64,1.9633,9.2,9.19678,8748.88671,5438,7257,7724,12.31,12702,1.4,24.13,9.2,YES,
VARIAN MEDICAL,VAR,729.70001,-8.05,-3.76,-17.2,-1.63,-8.26,0,-1.3,1.11,1.11,4.14,4.14,0,-3.23,-6.16,.04228,7.06,3.63,96.26,78.92,6.07,2.73,4.28,1.14,.07,0,4.96,4.39,0,12.5,.92,-.2,6.65,85.17,87.52,72.83,84,103.2,977125.81,8789.63,Medical,YES,MED INSTRUMENTS,88.19,8,0,51,-12.99,23,1.66,12.5,1,1,0,0,6,75,NYSE,3228.49389,1.39,1616.42004,240.61999,0,387.5,2494.15991,572.26,731.91998,14.3,.13,3.06509,.8905,,15.66,1201.65002,-.24,1.21,.88,1748.09997,679.04998,2.08,19.33699,.24,1.6,.99028,4.1026,0,0,12.74,15.18599,26.856,19.4,20.93,26,.04,18.1,17.18,2.88,5.44,20.57,1255.66125,9.13,0,-5.89436,-7.87,-7.88153,506.55499,403.70001,616.20001,574.5,9.63,3049.8,2.12,9.55,-7.87,YES,
V F CORP,VFC,3609.44995,-.1,-.09,1.33,0,-.92,2.86,1.06,1.08,1.08,2.73,2.93,0,-.34,1.33,.00322,13.19,4.96,120.91,91.8,13.21,13.4,2.75,.75,.01,0,3.51,3.09,0,21.05,.91,11.25,5.95,68.91,68.91,54.26,100,431.87,1896469,29760.3,Consumer Discretionary,YES,TEXTILE-APPAREL,72.47,19,0,10,0,92,1.58,0,4,0,0,0,15,78.95,NYSE,12312.78906,2.44,6077.02978,4981.95019,0,1426.81994,3882.97998,1399.06005,1360.43994,10.82,.11,3.8868,1.1575,14.887,13.6,1568,.59,1.09,.99,5931.45996,1900.53002,2,19.547,.24,1.58,.7165,8.52089,.915,2.27,12.52,11.06799,15.845,22.3,17.81,22.16,.01,20.61,19.65,2.49,5.07,23.52,2125.73583,12.73,1.52,11.75312,9.9,11.4292,1472.21496,1210.10998,1647.26,1562.48999,10.54,11419.65,1.75,18.87,9.9,YES,
VIACOM INC-B,VIAB,3420.52001,-1.47,-1.86,-2.46,-2.45,-1.39,3.85,3.61,1.41999,1.42,4.68,5.25,0,-1.92,-.5,.01499,-.12,-.67,90.06,,13.53,11.16,5.39,1.27,.06,-1.19,7.07,6.12,0,45.45,1.08,-12.41,-1.76,70.79,88.9,68.2,12.51,423.03,3352289.5,29946.22,Consumer Discretionary,YES,MEDIA CONGLOMERATES,85.91,22,0,4,-6.52,34,2.23,9.09,10,2,0,0,10,45.45,NSDQ,14702.49218,-2.65,5190,11358,0,11867,6726,770,2987,17.75,,8.57689,.57565,20.68499,9.74,3790,-26.25,1.68,1.4,6799,8591,1.69,75.60299,,,,4.662,1.25999,1.55,10.22,9.3344,13.06599,11.57,13.9,51.32,.05,4.55,10.01,2.23,7.15,13.48,1761.54248,11.76,1.86,,9.91,20.89853,6924,2395,3983,3519,-18.95,13794,.98,17.82,9.91,YES,
VALERO ENERGY,VLO,23827.76953,7.43,-.87,5.52,14.14,27.39,2.52,12.12,2,2,4.42,6.54,0,-6.94,-8.03,.06805,18.23,-.84,67.13,59.75,29.62,-20.93,4.19,1.14,.22,0,5.89,5.73,0,35.71,1.7,-4.81,10.59,50.24,58.51,39.28,56.99,527.96,7820710.5,26524.86,Oils-Energy,YES,OIL REFING&MKTG,65.2,14,.01,7,-.44,195,1.89,0,5,0,0,0,9,64.29,NYSE,128196.1875,2.85,19946,156,0,6261,19277,5758,8823,1.98,.02,20.013,2.9658,46.96599,38.83,13123,-9.29,1.57,1.2,131633,6067,1.47,21.82299,,1.03,.35784,16.375,.85,1.83,7.43,4.28739,7.702,8.77,10.63,17.2,.24,6.55,8.52,.19,1.29,7.68,2210.40527,8.73,2.19,7.56062,54.1,30.58089,4138.60009,2720,4347,3982,-.32,138074,1,66.19,54.1,YES,
VULCAN MATLS CO,VMC,685.56701,1.27,-25.11,1.5,-.14,5.88,0,89.21,.54,.54,.48,.7,0,3.91,0,.05585,.94,7.92,362.5,46.99,78.01,166.67,-.05,-.2,.13,8,1.74,.85,0,45.45,1.47,4.4,12.98,64.77,69.01,53.9,71.94,131.7,1505039.75,8530.4,Construction,YES,BLDG-CMT/CNT/AG,64.13,11,0,9,5.84,18,2.64,18.18,5,2,0,0,4,36.36,NYSE,2811.76489,7.43,3938.10009,3779.09008,0,2522.23999,951.48999,344.6,339.61999,2.23,.01,7.5285,.34896,-48.93501,31.24,299.13,-.81,.51,.25,2343.82006,505.98001,2.62,32.93199,.48,2.03,.89349,7.20769,.03999,1.09,1.15,-.53249,-.68942,75.8,1.01,2.28,-.16,22.77,37.3,2.96,2.02,92.53,947.82257,8,.37,1907.57128,836.98,146.35862,369.807,24.37999,198.88,-3.70001,9,2770.71,9.48,,836.98,YES,
VORNADO RLTY TR,VNO,672.07598,.4,3.28,-.91,4.5,0,3.6,245.64,1.14999,1.15,5.01,4.83,0,1.22,-.13,.02731,-.18,-.2,91.51,105.83,-4.04,-3.09,3.29,1.38,.12,-4.1,5.23,4.81,0,63.64,1.06,3.79,8.34,110.13,111.8,87.29,93.19,187.74,1058695.75,20675.26,Finance,YES,REIT-EQTY TRUST -OTHER,104.22,11,0,98,-1.82,187,2.55,9.09,7,1,0,0,3,27.27,NYSE,2659.54296,2.35,6317.52099,323.32,1277.21997,1646.71997,1955.69995,0,1109.96997,5.49,.17,,.13176,2.93149,31.59,8754.26953,12.87,1.15,1.22,1087.09997,1126.13,.29,30.10799,.32,.22,.0966,2.5531,2.92,3.31,.62,2.0457,3.9639,22.91,1.45,2.1,.09,36.75,21.04,7.74,3.47,22.8,2297.25073,15.16,2.65,-68.66238,-53.7,-22.88987,560.578,475.97,617.01,133.82,24.03,2760.91,1.51,-2.63,-53.7,YES,
VERISIGN INC,VRSN,255.824,-.79,,,,0,9.26,4.2,.68999,.69,2.16,2.5,0,0,0,,2.29,10.47,,,15.74,22.03,2.17,,,,2.87,2.5,0,100,.85,7.79,8.25,59.81,62.61,47.01,82.05,121.09,1067361.5,7242.39,Computer and Technology,YES,INTERNET SOFTWARE/SERVICES,55.5,5,0,18,0,40,3,0,5,0,0,0,0,0,NSDQ,1010.02398,1.74,-423.54999,52.52,0,750,1803.18994,0,13.63,35.93,.56,,.40808,,-6.18,2029.18005,-8.96,.58,,187.00999,592.17999,.82,,-1,.89,.88191,21.45,0,0,14.66,11.864,61.43,23.92,194.93,,,20.72,20.84,7.24,,23.92,7242.39306,12,0,59.95537,62.61,70.12467,395.58099,544.45001,531.53002,456.76998,.05,965.09,1.99,23.73,62.61,YES,
VERTEX PHARM,VRTX,143.376,-1.58,-8.93,-3,3.07,0,-6.76,-11,-.57,-.57,-1.47,-2.87,0,-366.39,0,-.14521,78.97,-20.63,72.73,84.21,-88.35,-316.18,-2.66,-.61,-.37,-16.67,-.4,-2.77,0,35.71,.39,29.79,11.42,117.29,117.29,60.18,100,240.24,1640517.88,28177.52,Medical,YES,MED-BIOMED/GENE,115,14,.07,135,.79,12,1.79,0,5,0,0,0,9,64.29,NSDQ,562.46002,5.81,1356.40002,30.98999,0,48.75,1588.56994,14.14,85.51,-84.65,-.37,5.11509,.34823,,4.86,397.82,43.65,-.57,-.48,130.27,-905.02002,3.71,3.70079,,3.96,3.74269,9.21829,0,0,-29.48,-17.862,-31.334,,-52.68,-54.21,,,,35.8,24.16,,3522.18945,19,0,5.4509,8.46,-315.78995,-281.79502,-445.01999,-953.38001,-976.10999,57.86,1211.97,,,8.46,YES,
VENTAS INC,VTR,,.46,1.42,.65,-.11,.9,-.93,.46,1.12,1.12,4.14,4.39,0,.44,-1.33,.0022,35.09,13.07,106.72,101,7.77,18.97,4.13,1.15,.01,0,4.67,4.46,0,45.45,.52,4.32,5.14,67.86,69.13,55.26,90.84,294.32,2898660.5,19972.42,Finance,YES,REIT-EQTY TRUST -OTHER,67.3,11,.18,112,-.31,187,2.91,27.27,5,3,0,0,3,27.27,NYSE,3017.04003,-.19,8903.80957,0,0,9364.99023,555.70001,0,376.22,15.79,.16,,.15046,8.46949,29.3,1055.85998,7.81,1.11,1.13,161.25999,1550.81005,.53,54.83399,1.21,.53,.16998,7.63609,2.73499,4.2,2.38,2.9375,3.1958,15.21,2.56,5.41,.01,16.27,14.54,6.65,2.32,15.46,3328.73706,4.07,4.27,14.41652,10.59,25,1226.27001,453.5,813.46997,478.98999,18.47,2810.05,3.73,12.52,10.59,YES,
